ip_id,amt,chanel_no,tp_no
1,4777.476190476191,2.4523809523809526,0.5
2,5610.390243902439,2.682926829268293,0.5365853658536586
3,4636.166666666667,2.3333333333333335,0.5952380952380952
4,3041.9411764705883,2.676470588235294,0.5294117647058824
5,5250.388888888889,2.2777777777777777,0.5555555555555556
6,6778.725,2.325,0.325
7,6356.823529411765,2.3823529411764706,0.6764705882352942
8,4784.555555555556,2.4444444444444446,0.5
9,5362.971428571429,2.2285714285714286,0.5428571428571428
10,4765.4047619047615,2.1666666666666665,0.3333333333333333
11,5469.777777777777,1.9814814814814814,0.5
12,5477.0,2.2,0.5714285714285714
13,6077.8,2.125,0.425
14,4793.192307692308,1.7692307692307692,0.4230769230769231
15,5293.545454545455,2.5,0.36363636363636365
16,4015.9714285714285,2.8,0.42857142857142855
17,5546.235294117647,2.676470588235294,0.5
18,5338.022727272727,2.0681818181818183,0.4772727272727273
19,5914.0,2.1538461538461537,0.5769230769230769
20,4532.31914893617,2.148936170212766,0.48936170212765956
21,5691.653846153846,2.0,0.46153846153846156
22,5882.35,2.0,0.45
23,4349.305555555556,1.75,0.4722222222222222
24,5339.46875,2.25,0.40625
25,6336.105263157895,2.526315789473684,0.47368421052631576
26,4847.795454545455,2.6136363636363638,0.4772727272727273
27,5887.644444444444,2.311111111111111,0.35555555555555557
28,5772.815789473684,2.289473684210526,0.5
29,5315.878787878788,2.272727272727273,0.48484848484848486
30,4021.8863636363635,2.659090909090909,0.4090909090909091
31,4733.405405405405,2.4864864864864864,0.5405405405405406
32,6098.490566037736,2.207547169811321,0.37735849056603776
33,5296.764705882353,2.3823529411764706,0.5588235294117647
34,5864.333333333333,2.242424242424242,0.6363636363636364
35,4461.4838709677415,2.5483870967741935,0.5161290322580645
36,4910.096774193548,2.032258064516129,0.5483870967741935
37,5158.057142857143,2.085714285714286,0.6
38,4931.617647058823,2.264705882352941,0.47058823529411764
39,4649.0,2.0789473684210527,0.5526315789473685
40,4929.212765957447,2.5319148936170213,0.46808510638297873
41,6486.470588235294,2.735294117647059,0.4411764705882353
42,5844.431818181818,2.3181818181818183,0.5454545454545454
43,5840.0,1.5806451612903225,0.5483870967741935
44,6284.976190476191,2.4285714285714284,0.5714285714285714
45,5243.153846153846,2.5128205128205128,0.4358974358974359
46,5787.966666666666,2.7333333333333334,0.36666666666666664
47,5565.46511627907,2.2093023255813953,0.5813953488372093
48,5670.025641025641,2.4358974358974357,0.358974358974359
49,5509.85294117647,2.264705882352941,0.5
50,5284.358974358975,2.6923076923076925,0.5384615384615384
51,6966.410256410257,2.3076923076923075,0.5128205128205128
52,5924.282051282052,2.948717948717949,0.46153846153846156
53,5004.846153846154,2.358974358974359,0.48717948717948717
54,5083.235294117647,1.9411764705882353,0.4411764705882353
55,5094.421052631579,2.289473684210526,0.2894736842105263
56,5112.151515151515,2.090909090909091,0.45454545454545453
57,5239.581395348837,2.302325581395349,0.6046511627906976
58,6200.8421052631575,2.6578947368421053,0.4473684210526316
59,5444.285714285715,2.1142857142857143,0.42857142857142855
60,6093.2307692307695,3.0,0.5641025641025641
61,5082.263157894737,1.7894736842105263,0.34210526315789475
62,5497.512195121952,2.5853658536585367,0.4634146341463415
63,6007.931818181818,2.409090909090909,0.5
64,5366.615384615385,2.8205128205128207,0.46153846153846156
65,5456.022222222222,2.977777777777778,0.5111111111111111
66,5755.9375,1.875,0.46875
67,5762.939393939394,2.3333333333333335,0.45454545454545453
68,5186.25,2.4318181818181817,0.4318181818181818
69,5859.621621621622,2.4054054054054053,0.4594594594594595
70,5228.195121951219,2.3658536585365852,0.4146341463414634
71,4383.5609756097565,2.4146341463414633,0.5365853658536586
72,5595.64,2.22,0.32
73,5889.527777777777,1.8888888888888888,0.4722222222222222
74,4842.138888888889,2.5277777777777777,0.5277777777777778
75,5225.692307692308,2.5641025641025643,0.6153846153846154
76,5543.868421052632,2.473684210526316,0.5263157894736842
77,5004.74358974359,2.4871794871794872,0.5897435897435898
78,5786.780487804878,2.1219512195121952,0.5609756097560976
79,5073.551020408163,2.2244897959183674,0.5306122448979592
80,4732.969696969697,2.090909090909091,0.5454545454545454
81,5610.695652173913,2.239130434782609,0.45652173913043476
82,5409.973684210527,2.1842105263157894,0.6052631578947368
83,4519.414634146341,2.5121951219512195,0.43902439024390244
84,5065.209302325581,2.6744186046511627,0.4883720930232558
85,5559.461538461538,2.282051282051282,0.48717948717948717
86,4521.195652173913,2.0217391304347827,0.5217391304347826
87,5103.243902439024,2.658536585365854,0.4146341463414634
88,5712.066666666667,2.577777777777778,0.4222222222222222
89,4692.058823529412,2.1470588235294117,0.5
90,3887.410714285714,2.7142857142857144,0.5
91,4552.766666666666,3.0,0.43333333333333335
92,6319.666666666667,2.5555555555555554,0.5185185185185185
93,6457.512195121952,2.5365853658536586,0.5609756097560976
94,4727.695652173913,2.4347826086956523,0.5
95,5790.076923076923,2.4615384615384617,0.48717948717948717
96,6035.057142857143,2.3714285714285714,0.6
97,4325.794871794872,2.230769230769231,0.5128205128205128
98,5223.972972972973,2.7837837837837838,0.4864864864864865
99,5467.7555555555555,2.4444444444444446,0.4
100,4616.090909090909,2.4545454545454546,0.4772727272727273
101,5608.0,2.5625,0.5
102,6364.148148148148,1.5185185185185186,0.37037037037037035
103,5674.138888888889,3.0833333333333335,0.4444444444444444
104,5484.857142857143,2.1666666666666665,0.47619047619047616
105,5422.55,2.325,0.425
106,4204.617647058823,2.411764705882353,0.3235294117647059
107,5833.906976744186,2.372093023255814,0.4418604651162791
108,5081.772727272727,2.3181818181818183,0.5
109,5320.357142857143,2.357142857142857,0.6428571428571429
110,4995.981132075472,1.9622641509433962,0.4716981132075472
111,5108.583333333333,2.2777777777777777,0.6111111111111112
112,5193.816326530612,2.5306122448979593,0.46938775510204084
113,6545.6,2.8,0.5666666666666667
114,4409.0,2.611111111111111,0.4444444444444444
115,5169.133333333333,2.933333333333333,0.5333333333333333
116,5972.785714285715,2.7142857142857144,0.5714285714285714
117,5151.891891891892,2.3513513513513513,0.32432432432432434
118,6633.828571428571,2.4285714285714284,0.4
119,5402.872340425532,2.723404255319149,0.5106382978723404
120,6343.625,2.625,0.4375
121,4238.85294117647,1.8823529411764706,0.47058823529411764
122,6423.026315789473,2.3421052631578947,0.42105263157894735
123,4781.4375,2.21875,0.4375
124,4861.074074074074,2.1481481481481484,0.37037037037037035
125,4218.3488372093025,2.0697674418604652,0.37209302325581395
126,4748.138888888889,2.388888888888889,0.4722222222222222
127,4617.72,1.92,0.58
128,4984.433333333333,1.9666666666666666,0.4666666666666667
129,4621.148148148148,2.1481481481481484,0.4074074074074074
130,5514.690476190476,2.0952380952380953,0.35714285714285715
131,4934.7692307692305,2.9743589743589745,0.6153846153846154
132,4770.538461538462,2.051282051282051,0.358974358974359
133,5217.589743589743,1.6923076923076923,0.5128205128205128
134,5533.875,2.5,0.475
135,6064.054054054054,2.324324324324324,0.40540540540540543
136,5205.028571428571,2.2857142857142856,0.6285714285714286
137,5885.666666666667,2.2142857142857144,0.4523809523809524
138,4733.74358974359,2.641025641025641,0.4358974358974359
139,4611.102564102564,2.1794871794871793,0.358974358974359
140,4680.685714285714,2.657142857142857,0.2857142857142857
141,3779.04,2.4,0.48
142,4685.116279069767,2.3255813953488373,0.5581395348837209
143,6737.130434782609,2.217391304347826,0.5
144,3981.148936170213,2.574468085106383,0.6170212765957447
145,5020.4,2.3555555555555556,0.4666666666666667
146,5248.139534883721,1.9767441860465116,0.5116279069767442
147,4922.866666666667,2.7555555555555555,0.5555555555555556
148,5816.675675675676,2.2972972972972974,0.5945945945945946
149,5519.973684210527,2.0789473684210527,0.5263157894736842
150,4846.611111111111,2.4444444444444446,0.4722222222222222
151,5413.8,2.2666666666666666,0.5
152,5468.125,1.90625,0.46875
153,4825.815789473684,2.8157894736842106,0.5263157894736842
154,5549.254901960784,2.2549019607843137,0.7058823529411765
155,4432.755102040816,1.7959183673469388,0.5102040816326531
156,6262.5641025641025,2.5641025641025643,0.5384615384615384
157,5184.410256410257,2.051282051282051,0.6666666666666666
158,6164.4,2.05,0.4
159,5794.804347826087,2.5,0.5434782608695652
160,5430.027777777777,2.5555555555555554,0.4722222222222222
161,5222.545454545455,2.75,0.5454545454545454
162,5608.517241379311,2.586206896551724,0.6206896551724138
163,4911.384615384615,2.58974358974359,0.38461538461538464
164,5699.971428571429,2.257142857142857,0.42857142857142855
165,4531.323529411765,2.5294117647058822,0.5
166,5210.260869565217,2.5652173913043477,0.45652173913043476
167,5360.793103448276,2.689655172413793,0.41379310344827586
168,4870.384615384615,2.1794871794871793,0.41025641025641024
169,6916.511627906977,2.4651162790697674,0.46511627906976744
170,4385.724137931034,2.2413793103448274,0.5517241379310345
171,3421.6521739130435,2.0,0.391304347826087
172,5057.857142857143,1.6571428571428573,0.5428571428571428
173,4880.8378378378375,1.8108108108108107,0.40540540540540543
174,4573.0,2.717948717948718,0.5384615384615384
175,6722.0204081632655,2.63265306122449,0.3469387755102041
176,4759.4857142857145,2.3714285714285714,0.5142857142857142
177,5245.5,2.642857142857143,0.47619047619047616
178,5702.324324324324,2.27027027027027,0.40540540540540543
179,4994.09756097561,2.1463414634146343,0.4634146341463415
180,4446.354838709677,2.5806451612903225,0.5161290322580645
181,5460.4047619047615,2.3333333333333335,0.38095238095238093
182,4868.829268292683,2.1951219512195124,0.6097560975609756
183,4696.71875,2.625,0.375
184,5734.225806451613,2.5483870967741935,0.5161290322580645
185,5239.184210526316,2.3421052631578947,0.4473684210526316
186,5358.166666666667,2.7142857142857144,0.6190476190476191
187,6247.2,2.2,0.475
188,4234.611111111111,2.111111111111111,0.4444444444444444
189,5186.170731707317,2.731707317073171,0.5121951219512195
190,5786.222222222223,1.7333333333333334,0.4444444444444444
191,4525.441860465116,2.372093023255814,0.46511627906976744
192,5386.186046511628,2.6511627906976742,0.3953488372093023
193,5029.675,1.95,0.4
194,6121.375,2.35,0.65
195,6019.405405405405,1.6756756756756757,0.5135135135135135
196,5795.171428571429,2.2285714285714286,0.4857142857142857
197,6071.704545454545,2.0681818181818183,0.5454545454545454
198,5136.673913043478,2.391304347826087,0.3695652173913043
199,4931.5,2.25,0.4444444444444444
200,5718.578947368421,2.0789473684210527,0.5
201,4476.868421052632,2.6842105263157894,0.5526315789473685
202,5125.677419354839,3.225806451612903,0.5483870967741935
203,5434.2972972972975,2.054054054054054,0.4864864864864865
204,5260.25641025641,2.41025641025641,0.5897435897435898
205,5349.648648648648,1.7837837837837838,0.32432432432432434
206,5983.181818181818,2.303030303030303,0.48484848484848486
207,5382.825,2.55,0.475
208,5550.785714285715,2.7857142857142856,0.5
209,4661.575,1.875,0.525
210,4995.454545454545,2.409090909090909,0.5454545454545454
211,5715.166666666667,1.9,0.43333333333333335
212,4325.568181818182,2.0681818181818183,0.45454545454545453
213,4800.666666666667,2.1333333333333333,0.4666666666666667
214,4886.277777777777,2.0555555555555554,0.5
215,5332.513513513513,2.972972972972973,0.6216216216216216
216,5664.538461538462,2.5384615384615383,0.4230769230769231
217,5672.878048780488,2.7560975609756095,0.6341463414634146
218,5913.268292682927,2.073170731707317,0.5121951219512195
219,4585.5,2.5625,0.375
220,5309.666666666667,2.1041666666666665,0.5
221,4543.0,2.6153846153846154,0.4230769230769231
222,5754.5,2.1315789473684212,0.5
223,5137.0,2.2777777777777777,0.4722222222222222
224,4231.535714285715,2.6785714285714284,0.6785714285714286
225,4781.0,2.2564102564102564,0.6923076923076923
226,5003.351351351352,2.945945945945946,0.5675675675675675
227,4110.72972972973,1.7837837837837838,0.43243243243243246
228,3844.4444444444443,2.5555555555555554,0.5277777777777778
229,4774.076923076923,2.128205128205128,0.5384615384615384
230,4998.236842105263,2.0,0.6052631578947368
231,5340.2972972972975,2.6216216216216215,0.4864864864864865
232,5191.117647058823,2.088235294117647,0.47058823529411764
233,4033.4545454545455,2.090909090909091,0.6060606060606061
234,5461.290322580645,3.161290322580645,0.5483870967741935
235,4216.658536585366,2.317073170731707,0.5609756097560976
236,4427.617647058823,2.3529411764705883,0.5
237,4358.8378378378375,2.6216216216216215,0.40540540540540543
238,5416.878048780488,2.0,0.36585365853658536
239,6461.363636363636,2.515151515151515,0.5454545454545454
240,4622.916666666667,2.7222222222222223,0.4444444444444444
241,6145.391304347826,2.152173913043478,0.41304347826086957
242,5619.5,2.18,0.54
243,5016.64,2.28,0.56
244,4781.5,2.4411764705882355,0.6176470588235294
245,5969.608695652174,2.4782608695652173,0.5434782608695652
246,5128.615384615385,2.0,0.4230769230769231
247,5388.925,1.95,0.375
248,5694.061224489796,2.6530612244897958,0.3469387755102041
249,5749.5,2.6666666666666665,0.5333333333333333
250,5011.27027027027,2.27027027027027,0.5135135135135135
251,4027.84375,2.09375,0.5625
252,4984.030303030303,2.1818181818181817,0.5454545454545454
253,4522.09375,2.34375,0.5625
254,5189.2692307692305,2.6153846153846154,0.46153846153846156
255,4513.205128205128,2.6666666666666665,0.5897435897435898
256,6304.038461538462,2.1153846153846154,0.5769230769230769
257,3354.8076923076924,2.076923076923077,0.2692307692307692
258,4674.033333333334,2.1,0.6666666666666666
259,5882.4324324324325,3.027027027027027,0.43243243243243246
260,4755.0952380952385,2.4523809523809526,0.5476190476190477
261,4796.869565217391,1.891304347826087,0.45652173913043476
262,4465.823529411765,2.911764705882353,0.47058823529411764
263,5066.90625,2.5,0.53125
264,5328.175,2.45,0.65
265,5113.975,2.325,0.6
266,4989.4,2.4571428571428573,0.3142857142857143
267,4918.758620689655,1.9310344827586208,0.4482758620689655
268,4642.464285714285,2.9642857142857144,0.6071428571428571
269,4265.576923076923,3.0,0.38461538461538464
270,5668.9375,2.5,0.375
271,5587.948717948718,2.4358974358974357,0.358974358974359
272,5099.964285714285,1.9642857142857142,0.5357142857142857
273,4718.068181818182,2.2045454545454546,0.5
274,5366.608695652174,2.217391304347826,0.5217391304347826
275,4899.65625,2.625,0.4375
276,4942.622222222222,2.7777777777777777,0.5777777777777777
277,5376.666666666667,2.0,0.5625
278,4171.166666666667,2.111111111111111,0.4166666666666667
279,5774.857142857143,2.204081632653061,0.46938775510204084
280,6650.488888888889,2.2444444444444445,0.5333333333333333
281,5653.761904761905,2.1666666666666665,0.4523809523809524
282,4098.382352941177,1.9411764705882353,0.47058823529411764
283,5742.794117647059,2.5588235294117645,0.5
284,4713.7692307692305,2.128205128205128,0.46153846153846156
285,5610.0,3.0,0.5142857142857142
286,4971.028571428571,1.7142857142857142,0.4857142857142857
287,5352.704545454545,2.7045454545454546,0.5454545454545454
