ip_id,txn_amt,category_no,card_no
1,4963.489795918367,8.285714285714286,0.5612244897959183
2,4188.8625,8.0375,0.7
3,5488.239130434783,6.663043478260869,0.717391304347826
4,4956.413043478261,8.119565217391305,0.6521739130434783
5,5777.136842105263,7.010526315789473,0.6526315789473685
6,5109.16091954023,7.172413793103448,0.735632183908046
7,5078.537037037037,7.777777777777778,0.7129629629629629
8,4738.90625,8.21875,0.7604166666666666
9,4759.44578313253,8.325301204819278,0.7108433734939759
10,5565.1,7.0,0.7
11,5351.272727272727,7.974025974025974,0.7532467532467533
12,4861.433333333333,7.0777777777777775,0.7555555555555555
13,4939.292682926829,7.695121951219512,0.6829268292682927
14,5674.864583333333,7.041666666666667,0.6770833333333334
15,5419.423076923077,8.048076923076923,0.8173076923076923
16,5093.576470588236,6.905882352941177,0.8352941176470589
17,5786.018018018018,7.306306306306307,0.43243243243243246
18,4905.31,7.31,0.74
19,5262.609195402299,7.425287356321839,0.735632183908046
20,5174.7,7.73,0.77
21,5702.653846153846,7.6826923076923075,0.8076923076923077
22,5724.747747747748,7.387387387387387,0.7387387387387387
23,6490.38,7.94,0.78
24,5438.275510204082,7.561224489795919,0.7653061224489796
25,5214.03125,7.25,0.6875
26,5153.430107526881,7.795698924731183,0.6344086021505376
27,5120.669642857143,6.767857142857143,0.6964285714285714
28,5358.066666666667,7.408333333333333,0.7083333333333334
29,5817.223404255319,7.319148936170213,0.6382978723404256
30,5246.0462962962965,8.074074074074074,0.7222222222222222
31,4801.301075268817,7.559139784946237,0.5591397849462365
32,5453.181818181818,6.954545454545454,0.6136363636363636
33,5245.116279069767,7.058139534883721,0.7906976744186046
34,4519.428571428572,7.637362637362638,0.5824175824175825
35,4855.378947368421,7.431578947368421,0.6631578947368421
36,4672.34375,8.177083333333334,0.5729166666666666
37,5194.979381443299,6.927835051546392,0.6804123711340206
38,4869.877358490566,7.471698113207547,0.7169811320754716
39,5609.726315789474,7.947368421052632,0.7578947368421053
40,4675.989361702128,7.372340425531915,0.723404255319149
41,4782.648936170212,6.925531914893617,0.5851063829787234
42,4807.777777777777,6.827160493827161,0.8024691358024691
43,5632.759615384615,7.644230769230769,0.6346153846153846
44,5409.901960784314,7.372549019607843,0.6470588235294118
45,5920.382352941177,7.313725490196078,0.7450980392156863
46,5907.20652173913,7.0978260869565215,0.7717391304347826
47,5557.1274509803925,7.0,0.6862745098039216
48,6053.419354838709,7.365591397849462,0.7419354838709677
49,5893.0,6.875,0.8977272727272727
50,5305.524390243902,7.841463414634147,0.8658536585365854
51,5554.350427350428,7.717948717948718,0.6752136752136753
52,4429.274725274725,8.296703296703297,0.7032967032967034
53,4684.842696629214,8.269662921348315,0.651685393258427
54,4793.8317757009345,7.719626168224299,0.7476635514018691
55,5114.0888888888885,7.333333333333333,0.7111111111111111
56,5809.350515463918,8.268041237113403,0.6804123711340206
57,5979.077777777778,7.444444444444445,0.7666666666666667
58,4579.576470588236,7.2823529411764705,0.6352941176470588
59,4779.118644067797,7.262711864406779,0.7288135593220338
60,4816.243902439024,8.060975609756097,0.524390243902439
61,5653.541176470589,7.541176470588235,0.5411764705882353
62,5040.246376811594,6.681159420289855,0.8115942028985508
63,6040.210526315789,7.88421052631579,0.6
64,4929.8,8.361904761904762,0.638095238095238
65,5330.533898305085,7.898305084745763,0.6610169491525424
66,4737.031914893617,7.882978723404255,0.723404255319149
67,5081.076923076923,7.747252747252747,0.5824175824175825
68,4932.173913043478,8.16304347826087,0.8478260869565217
69,5141.358695652174,7.793478260869565,0.8586956521739131
70,5440.145833333333,8.3125,0.6770833333333334
71,5410.694736842105,8.189473684210526,0.7263157894736842
72,5311.816513761468,7.08256880733945,0.6972477064220184
73,5344.757009345794,7.308411214953271,0.6261682242990654
74,5474.689655172414,7.2298850574712645,0.6666666666666666
75,4650.544554455446,7.514851485148514,0.6039603960396039
76,5419.527777777777,8.185185185185185,0.6018518518518519
77,4883.284090909091,7.340909090909091,0.7727272727272727
78,5253.454545454545,7.965909090909091,0.6818181818181818
79,5447.777777777777,8.21111111111111,0.6888888888888889
80,5361.481481481482,7.407407407407407,0.7407407407407407
81,4428.778846153846,7.490384615384615,0.6826923076923077
82,5173.1648351648355,7.802197802197802,0.6813186813186813
83,5096.672897196262,7.130841121495327,0.6822429906542056
84,6145.528846153846,6.730769230769231,0.6923076923076923
85,4864.864583333333,7.520833333333333,0.6458333333333334
86,4979.44,7.22,0.74
87,5560.989473684211,7.705263157894737,0.7473684210526316
88,5190.5161290322585,8.193548387096774,0.6881720430107527
89,4872.06,7.62,0.71
90,4467.480519480519,8.233766233766234,0.7922077922077922
91,5432.759259259259,7.981481481481482,0.6388888888888888
92,5747.8105263157895,7.389473684210526,0.631578947368421
93,5098.060606060606,7.222222222222222,0.696969696969697
94,5821.6,7.2,0.6947368421052632
95,4974.867924528302,8.160377358490566,0.7641509433962265
96,4494.401960784314,6.852941176470588,0.7156862745098039
97,5297.581818181819,7.6909090909090905,0.7545454545454545
98,6148.220930232558,8.63953488372093,0.7674418604651163
99,4879.942528735633,7.540229885057471,0.5402298850574713
100,4632.4857142857145,8.076190476190476,0.7333333333333333
101,5010.673076923077,7.615384615384615,0.6442307692307693
102,4919.553398058252,8.16504854368932,0.6407766990291263
103,5422.1578947368425,7.2105263157894735,0.6736842105263158
104,5337.960396039604,7.247524752475248,0.6831683168316832
105,5367.616161616162,8.323232323232324,0.7676767676767676
106,4608.135416666667,7.53125,0.8125
